eva_token,operatorcode,class,weight,notes,status,count_f7r,count_f7v,count_f8r,count_f8v,count_total
fchodaiin,CANDIDATE_COUNT_REPEAT,count/repetition,1.0,Auto-mapped from f7–f8 candidates (count=8). Repetition or counting operator,CANDIDATE,32,42,52,52,178
otchy,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=8). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
qokcho,CANDIDATE_DIVIDE_PORTION,division/portion,1.0,Auto-mapped from f7–f8 candidates (count=8). Splitting or portioning operator,CANDIDATE,8,10,15,0,33
lochey,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=8). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
qotoees,CANDIDATE_DIVIDE_PORTION,division/portion,1.0,Auto-mapped from f7–f8 candidates (count=8). Splitting or portioning operator,CANDIDATE,8,10,15,0,33
choaiin,CANDIDATE_COUNT_REPEAT,count/repetition,1.0,Auto-mapped from f7–f8 candidates (count=8). Repetition or counting operator,CANDIDATE,32,42,52,52,178
otchol,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=8). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
qokechy,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=8). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
dykchy,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=8). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
dchodaiin,CANDIDATE_COUNT_REPEAT,count/repetition,1.0,Auto-mapped from f7–f8 candidates (count=8). Repetition or counting operator,CANDIDATE,32,42,52,52,178
sheodaiin,CANDIDATE_COUNT_REPEAT,count/repetition,1.0,Auto-mapped from f7–f8 candidates (count=8). Repetition or counting operator,CANDIDATE,32,42,52,52,178
chokchy,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=8). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
pshol,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=8). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
cfhodar,CANDIDATE_UNKNOWN,unclassified,1.0,Auto-mapped from f7–f8 candidates (count=8). Needs manual review,CANDIDATE,424,485,789,591,2289
shokchy,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=8). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
qotor,CANDIDATE_DIVIDE_PORTION,division/portion,1.0,Auto-mapped from f7–f8 candidates (count=8). Splitting or portioning operator,CANDIDATE,8,10,15,0,33
cholal,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=8). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
dchey,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=8). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
ychey,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=8). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
cphol,CANDIDATE_FIRE_HEAT,fire/heat,1.0,Auto-mapped from f7–f8 candidates (count=8). Heating/fire operator,CANDIDATE,0,0,8,10,18
schol,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=8). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
cthan<-><plant>ytchy,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=8). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
kchol<-><plant>dar,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=8). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
orchl<-><plant>chokchy,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=8). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
scharchy<-><plant>oeesody,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=8). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
daiin<$><plant>,CANDIDATE_COUNT_REPEAT,count/repetition,1.0,Auto-mapped from f7–f8 candidates (count=8). Repetition or counting operator,CANDIDATE,32,42,52,52,178
qokar,CANDIDATE_DIVIDE_PORTION,division/portion,1.0,Auto-mapped from f7–f8 candidates (count=7). Splitting or portioning operator,CANDIDATE,8,10,15,0,33
shopchey,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=6). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
dold<-><plant>dchey,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=6). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
daiin<-><plant>ychey,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=6). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
kchos<-><plant>odaiin,CANDIDATE_COUNT_REPEAT,count/repetition,1.0,Auto-mapped from f7–f8 candidates (count=6). Repetition or counting operator,CANDIDATE,32,42,52,52,178
chkoldy<-><plant>otchor,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=6). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
<->shol,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=6). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
cphey<-><plant>shckhy,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=6). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
shodaiin,CANDIDATE_COUNT_REPEAT,count/repetition,1.0,Auto-mapped from f7–f8 candidates (count=6). Repetition or counting operator,CANDIDATE,32,42,52,52,178
tey<-><plant>okchor,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=6). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
sheey<-><plant>dchol,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=6). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
taiin,CANDIDATE_COUNT_REPEAT,count/repetition,1.0,Auto-mapped from f7–f8 candidates (count=6). Repetition or counting operator,CANDIDATE,32,42,52,52,178
pchey<-><plant>ofchey,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=6). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
dy<-><plant>cheocthy,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=6). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
qochodaiin,CANDIDATE_COUNT_REPEAT,count/repetition,1.0,Auto-mapped from f7–f8 candidates (count=6). Repetition or counting operator,CANDIDATE,32,42,52,52,178
kchokchy,CANDIDATE_SEAL_MARK,seal/closure,1.0,Auto-mapped from f7–f8 candidates (count=6). Line-ending closure or cadence mark,CANDIDATE,94,141,152,98,485
cthaichar,CANDIDATE_SPIRIT_MERCURY,mercury/spirit,1.0,Auto-mapped from f7–f8 candidates (count=6). Mercury/spirit ligature,CANDIDATE,0,0,6,10,16
dar<-><plant>shol,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=6). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
okchol,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=6). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
ksh<-><plant>chol,CANDIDATE_WASH_CIRCULATE,wash/circulate,1.0,"Auto-mapped from f7–f8 candidates (count=6). Washing, circulation, solve in water",CANDIDATE,32,26,54,84,196
lokaiin<-><plant>shol,CANDIDATE_COUNT_REPEAT,count/repetition,1.0,Auto-mapped from f7–f8 candidates (count=6). Repetition or counting operator,CANDIDATE,32,42,52,52,178
cheor,SPIRIT_MERCURY,mercury/spirit,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,20,22,16,12,70
chey,SPIRIT_MERCURY,mercury/spirit,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,20,22,16,12,70
cheory,SPIRIT_MERCURY,mercury/spirit,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,20,22,16,12,70
tchor,WASH_CIRCULATE,wash/circulate,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,34,16,88,38,176
shor,WASH_CIRCULATE,wash/circulate,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,34,16,88,38,176
sheo,WASH_CIRCULATE,wash/circulate,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,34,16,88,38,176
sheey,WASH_CIRCULATE,wash/circulate,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,34,16,88,38,176
qotoeey,DIVIDE_PORTION,division/portion,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,0,0,0,0,0
qotchody,DIVIDE_PORTION,division/portion,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,0,0,0,0,0
qotchoiin,DIVIDE_PORTION,division/portion,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,0,0,0,0,0
qoaiin,DIVIDE_PORTION,division/portion,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,0,0,0,0,0
cphody,FIRE_HEAT,fire/heat,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,0,0,0,0,0
cphydy,FIRE_HEAT,fire/heat,1.0,Promoted in v12 from folio frequency (f3v–f5v).,CONFIRMED,0,0,0,0,0
qokcho,SOLVE_DISTIL,solve/distil,1.0,Promoted in v13 from f7–f8 histograms (hit counts).,CONFIRMED,16,4,0,0,20
qokechy,SOLVE_DISTIL,solve/distil,1.0,Promoted in v13 from f7–f8 histograms (hit counts).,CONFIRMED,16,4,0,0,20
okshodain,SOLVE_DISTIL,solve/distil,1.0,Promoted in v13 from f7–f8 histograms (hit counts).,CONFIRMED,16,4,0,0,20
cheol,SPIRIT_MERCURY,mercury/spirit,1.0,Promoted in v13 from f7–f8 histograms (hit counts).,CONFIRMED,20,22,16,12,70
cheody,SPIRIT_MERCURY,mercury/spirit,1.0,Promoted in v13 from f7–f8 histograms (hit counts).,CONFIRMED,20,22,16,12,70
tchor,WASH_REPEAT,wash/repeat,1.0,Promoted in v13 from f7–f8 histograms (hit counts).,CONFIRMED,0,0,0,0,0
dshoy,WASH_REPEAT,wash/repeat,1.0,Promoted in v13 from f7–f8 histograms (hit counts).,CONFIRMED,0,0,0,0,0
lead,METAL_LEAD,metal/planetary,1.0,Planetary metal Lead (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
iron,METAL_IRON,metal/planetary,1.0,Planetary metal Iron (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
silver,METAL_SILVER,metal/planetary,1.0,Planetary metal Silver (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
copper,METAL_COPPER,metal/planetary,1.0,Planetary metal Copper (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
tin,METAL_TIN,metal/planetary,1.0,Planetary metal Tin (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
gold,METAL_GOLD,metal/planetary,1.0,Planetary metal Gold (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
drachm,WEIGHT_DRACHM,weight/measure,1.0,Classical measure Drachm (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
scruple,WEIGHT_SCRUPLE,weight/measure,1.0,Classical measure Scruple (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
ounce,WEIGHT_OUNCE,weight/measure,1.0,Classical measure Ounce (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
pound,WEIGHT_POUND,weight/measure,1.0,Classical measure Pound (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
libra,WEIGHT_LIBRA,weight/measure,1.0,Classical measure Libra (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
antimony,MINERAL_ANTIMONY,mineral/substrate,1.0,Mineral/substrate Antimony (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
vitriol,MINERAL_VITRIOL,mineral/substrate,1.0,Mineral/substrate Vitriol (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
salammoniac,MINERAL_SALAMMONIAC,mineral/substrate,1.0,Mineral/substrate SalAmmoniac (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
cinnabar,MINERAL_CINNABAR,mineral/substrate,1.0,Mineral/substrate Cinnabar (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
nitre,MINERAL_NITRE,mineral/substrate,1.0,Mineral/substrate Nitre (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
alum,MINERAL_ALUM,mineral/substrate,1.0,Mineral/substrate Alum (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
capricorn,ZODIAC_CAPRICORN,zodiac,1.0,Zodiac sign Capricorn (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
aquarius,ZODIAC_AQUARIUS,zodiac,1.0,Zodiac sign Aquarius (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
sagittarius,ZODIAC_SAGITTARIUS,zodiac,1.0,Zodiac sign Sagittarius (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
pisces,ZODIAC_PISCES,zodiac,1.0,Zodiac sign Pisces (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
aries,ZODIAC_ARIES,zodiac,1.0,Zodiac sign Aries (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
scorpio,ZODIAC_SCORPIO,zodiac,1.0,Zodiac sign Scorpio (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
taurus,ZODIAC_TAURUS,zodiac,1.0,Zodiac sign Taurus (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
libra,ZODIAC_LIBRA,zodiac,1.0,Zodiac sign Libra (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
gemini,ZODIAC_GEMINI,zodiac,1.0,Zodiac sign Gemini (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
virgo,ZODIAC_VIRGO,zodiac,1.0,Zodiac sign Virgo (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
cancer,ZODIAC_CANCER,zodiac,1.0,Zodiac sign Cancer (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
leo,ZODIAC_LEO,zodiac,1.0,Zodiac sign Leo (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
cauda_pavonis,PHASE_PAVONIS,phase/colour,1.0,Peacock tail shimmer transitional stage (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
num_21,NUMBER_21,number/harmonic,1.0,Harmonic number 21 (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
num_28,NUMBER_28,number/harmonic,1.0,Harmonic number 28 (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
num_40,NUMBER_40,number/harmonic,1.0,Harmonic number 40 (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
num_72,NUMBER_72,number/harmonic,1.0,Harmonic number 72 (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
num_360,NUMBER_360,number/harmonic,1.0,Harmonic number 360 (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,0,0
shopchey,WASH_SEAL,wash/seal,1.0,Promoted in v15: hybrid wash+seal confirmed by f7–f8 context,CONFIRMED,16,10,0,0,26
dshoy,WASH_SEAL,wash/seal,1.0,Promoted in v15: hybrid wash+seal confirmed by f7–f8 context,CONFIRMED,16,10,0,0,26
qokchy,WASH_SEAL,wash/seal,1.0,Promoted in v15: hybrid wash+seal confirmed by f7–f8 context,CONFIRMED,16,10,0,0,26
ytcheey,SYMBOLIC_SPIRIT_MERCURY,symbolic/spirit-mercury,1.0,Appears with leaf-pair repetition; likely Spirit/Mercury cue (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,14,14
chear,SYMBOLIC_SPIRIT_MERCURY,symbolic/spirit-mercury,1.0,Mid-line Spirit form tied to image overlays (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,14,14
cthan,SYMBOLIC_SATURN_HEAVY,symbolic/planetary,1.0,Heaviness/constraint; often co-occurs with root/earth cues (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,0,0,0,2,2
charochy,SYMBOLIC_LIGATURE_SALT_SPIRIT,symbolic/ligature,1.0,Compound ligature of Salt+Spirit; image-confirmed context (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,8,0,0,0,8
chorochy,SYMBOLIC_LIGATURE_SALT_SPIRIT,symbolic/ligature,1.0,Compound ligature of Salt+Spirit; image-confirmed context (SYMBOLIC: requires image context),CANDIDATE_SYMBOLIC,8,0,0,0,8
,,,,,,,,,,
